id,job_title,company_id,location_id,employment_type_id,salary_range_id,job_description,listing_date
10479,Cloud Architect,1880,418,4,15,Job description for Cloud Architect position at company 1880,2024-10-19 14:08:53
10480,Network Engineer,422,701,4,4,Job description for Network Engineer position at company 422,2024-12-28 14:08:53
10481,Cybersecurity Specialist,485,407,1,4,Job description for Cybersecurity Specialist position at company 485,2023-05-28 14:08:53
10482,System Administrator,1649,531,3,19,Job description for System Administrator position at company 1649,2024-12-15 14:08:53
10483,Financial Analyst,637,73,4,4,Job description for Financial Analyst position at company 637,2025-04-15 14:08:53
10484,Research Scientist,617,503,5,6,Job description for Research Scientist position at company 617,2024-08-21 14:08:53
10485,Network Engineer,1307,254,3,7,Job description for Network Engineer position at company 1307,2023-11-05 14:08:53
10486,Project Manager,180,11,1,3,Job description for Project Manager position at company 180,2023-01-10 14:08:53
10487,Operations Manager,1348,947,5,17,Job description for Operations Manager position at company 1348,2024-01-05 14:08:53
10488,UX Designer,1608,275,5,3,Job description for UX Designer position at company 1608,2024-05-21 14:08:53
10489,Marketing Manager,110,87,1,5,Job description for Marketing Manager position at company 110,2023-02-17 14:08:53
10490,Business Analyst,1325,465,3,15,Job description for Business Analyst position at company 1325,2024-04-27 14:08:53
10491,Business Analyst,642,704,4,19,Job description for Business Analyst position at company 642,2025-04-27 14:08:53
10492,DevOps Engineer,1205,891,3,5,Job description for DevOps Engineer position at company 1205,2023-12-07 14:08:53
10493,Sales Representative,382,757,1,6,Job description for Sales Representative position at company 382,2024-04-26 14:08:53
10494,Project Manager,1646,711,5,5,Job description for Project Manager position at company 1646,2024-05-06 14:08:53
10495,AI Engineer,1536,9,5,1,Job description for AI Engineer position at company 1536,2025-09-01 14:08:53
10496,Product Manager,1198,185,4,17,Job description for Product Manager position at company 1198,2024-11-28 14:08:53
10497,Web Developer,552,750,2,14,Job description for Web Developer position at company 552,2024-06-28 14:08:53
10498,Operations Manager,676,282,2,10,Job description for Operations Manager position at company 676,2025-06-18 14:08:53
10499,Sales Representative,1941,177,4,20,Job description for Sales Representative position at company 1941,2023-06-25 14:08:53
10500,Project Manager,1688,812,3,13,Job description for Project Manager position at company 1688,2025-02-23 14:08:53
10501,Mobile Developer,1243,641,2,1,Job description for Mobile Developer position at company 1243,2025-08-02 14:08:53
10502,Customer Success Manager,1171,471,2,5,Job description for Customer Success Manager position at company 1171,2024-03-12 14:08:53
10503,UX Designer,1475,955,5,15,Job description for UX Designer position at company 1475,2023-01-07 14:08:53
10504,Network Engineer,1930,709,2,7,Job description for Network Engineer position at company 1930,2024-07-27 14:08:53
10505,Cloud Architect,718,237,5,15,Job description for Cloud Architect position at company 718,2024-11-22 14:08:53
10506,Product Manager,1125,177,5,1,Job description for Product Manager position at company 1125,2024-01-01 14:08:53
10507,Project Manager,798,718,5,17,Job description for Project Manager position at company 798,2023-02-18 14:08:53
10508,Financial Analyst,1141,311,3,1,Job description for Financial Analyst position at company 1141,2023-09-26 14:08:53
10509,Web Developer,1060,205,4,5,Job description for Web Developer position at company 1060,2024-12-30 14:08:53
10510,Cloud Architect,1266,919,3,4,Job description for Cloud Architect position at company 1266,2024-07-08 14:08:53
10511,Game Developer,1228,57,3,10,Job description for Game Developer position at company 1228,2025-06-06 14:08:53
10512,Project Manager,168,355,2,16,Job description for Project Manager position at company 168,2023-10-23 14:08:53
10513,System Administrator,1831,654,1,14,Job description for System Administrator position at company 1831,2022-12-29 14:08:53
10514,Financial Analyst,511,700,5,5,Job description for Financial Analyst position at company 511,2022-12-09 14:08:53
10515,Data Scientist,29,699,2,20,Job description for Data Scientist position at company 29,2025-07-10 14:08:53
10516,Software Engineer,863,654,4,18,Job description for Software Engineer position at company 863,2023-08-27 14:08:53
10517,Cloud Architect,865,322,3,7,Job description for Cloud Architect position at company 865,2022-11-25 14:08:53
10518,HR Manager,306,186,2,4,Job description for HR Manager position at company 306,2023-08-04 14:08:53
10519,DevOps Engineer,817,639,1,7,Job description for DevOps Engineer position at company 817,2024-09-01 14:08:53
10520,Backend Developer,1585,995,2,5,Job description for Backend Developer position at company 1585,2024-02-25 14:08:53
10521,Operations Manager,1014,148,2,10,Job description for Operations Manager position at company 1014,2024-04-29 14:08:53
10522,Financial Analyst,549,74,4,2,Job description for Financial Analyst position at company 549,2025-10-07 14:08:53
10523,Backend Developer,1140,538,1,9,Job description for Backend Developer position at company 1140,2024-05-24 14:08:53
10524,Operations Manager,1374,169,2,7,Job description for Operations Manager position at company 1374,2023-08-02 14:08:53
10525,Customer Success Manager,1029,962,3,14,Job description for Customer Success Manager position at company 1029,2025-02-02 14:08:53
10526,UX Designer,1233,598,5,15,Job description for UX Designer position at company 1233,2023-05-01 14:08:53
10527,Product Manager,1042,725,1,17,Job description for Product Manager position at company 1042,2025-02-12 14:08:53
10528,Frontend Developer,301,960,1,8,Job description for Frontend Developer position at company 301,2024-02-23 14:08:53
10529,Web Developer,1919,771,3,6,Job description for Web Developer position at company 1919,2023-04-30 14:08:53
10530,Machine Learning Engineer,707,678,3,10,Job description for Machine Learning Engineer position at company 707,2024-04-26 14:08:53
10531,Web Developer,269,159,4,1,Job description for Web Developer position at company 269,2023-03-01 14:08:53
10532,Machine Learning Engineer,1057,930,5,20,Job description for Machine Learning Engineer position at company 1057,2025-08-20 14:08:53
10533,Machine Learning Engineer,1582,261,2,6,Job description for Machine Learning Engineer position at company 1582,2024-10-18 14:08:53
10534,Web Developer,411,33,2,16,Job description for Web Developer position at company 411,2024-04-17 14:08:53
10535,Solution Architect,1327,54,5,7,Job description for Solution Architect position at company 1327,2025-04-30 14:08:53
10536,Cloud Architect,1734,228,2,2,Job description for Cloud Architect position at company 1734,2023-03-02 14:08:53
10537,System Administrator,1350,5,5,8,Job description for System Administrator position at company 1350,2022-11-20 14:08:53
10538,Game Developer,999,250,4,13,Job description for Game Developer position at company 999,2025-08-01 14:08:53
10539,Solution Architect,1955,520,3,19,Job description for Solution Architect position at company 1955,2025-10-13 14:08:53
10540,Web Developer,1854,499,1,11,Job description for Web Developer position at company 1854,2025-07-01 14:08:53
10541,Full Stack Developer,464,239,3,8,Job description for Full Stack Developer position at company 464,2025-09-08 14:08:53
10542,Backend Developer,1022,785,5,2,Job description for Backend Developer position at company 1022,2023-11-28 14:08:53
10543,Data Engineer,1094,741,5,10,Job description for Data Engineer position at company 1094,2023-03-10 14:08:53
10544,Project Manager,895,609,3,15,Job description for Project Manager position at company 895,2025-01-01 14:08:53
10545,DevOps Engineer,1950,627,2,15,Job description for DevOps Engineer position at company 1950,2025-10-25 14:08:53
10546,UX Designer,315,761,1,15,Job description for UX Designer position at company 315,2025-02-13 14:08:53
10547,HR Manager,574,554,1,19,Job description for HR Manager position at company 574,2024-11-08 14:08:53
10548,Operations Manager,328,269,2,15,Job description for Operations Manager position at company 328,2024-09-17 14:08:53
10549,Mobile Developer,238,891,4,8,Job description for Mobile Developer position at company 238,2025-05-18 14:08:53
10550,HR Manager,112,81,4,1,Job description for HR Manager position at company 112,2023-03-26 14:08:53
10551,UX Designer,914,329,3,11,Job description for UX Designer position at company 914,2025-01-25 14:08:53
10552,Game Developer,942,894,3,16,Job description for Game Developer position at company 942,2024-04-06 14:08:53
10553,Solution Architect,230,45,4,15,Job description for Solution Architect position at company 230,2024-07-29 14:08:53
10554,QA Engineer,534,709,5,20,Job description for QA Engineer position at company 534,2025-09-21 14:08:53
10555,Product Manager,1609,727,4,4,Job description for Product Manager position at company 1609,2025-02-09 14:08:53
10556,Research Scientist,1286,504,5,17,Job description for Research Scientist position at company 1286,2023-03-03 14:08:53
10557,Data Engineer,38,830,2,10,Job description for Data Engineer position at company 38,2023-08-20 14:08:53
10558,Full Stack Developer,1382,693,1,1,Job description for Full Stack Developer position at company 1382,2024-01-29 14:08:53
10559,Full Stack Developer,620,124,5,16,Job description for Full Stack Developer position at company 620,2023-07-20 14:08:53
10560,Project Manager,1448,321,1,7,Job description for Project Manager position at company 1448,2023-12-18 14:08:53
10561,Sales Representative,1592,861,2,17,Job description for Sales Representative position at company 1592,2022-12-06 14:08:53
10562,Frontend Developer,1540,379,3,7,Job description for Frontend Developer position at company 1540,2023-06-19 14:08:53
10563,Data Engineer,904,754,2,4,Job description for Data Engineer position at company 904,2023-09-21 14:08:53
10564,Solution Architect,1631,712,1,9,Job description for Solution Architect position at company 1631,2025-10-05 14:08:53
10565,DevOps Engineer,1580,632,5,16,Job description for DevOps Engineer position at company 1580,2024-12-02 14:08:53
10566,Game Developer,468,142,2,19,Job description for Game Developer position at company 468,2023-08-15 14:08:53
10567,AI Engineer,1076,40,5,19,Job description for AI Engineer position at company 1076,2023-09-05 14:08:53
10568,Data Engineer,1808,821,5,18,Job description for Data Engineer position at company 1808,2025-02-04 14:08:53
10569,Backend Developer,1791,592,1,2,Job description for Backend Developer position at company 1791,2025-03-24 14:08:53
10570,Customer Success Manager,64,284,4,15,Job description for Customer Success Manager position at company 64,2025-03-14 14:08:53
10571,Frontend Developer,1860,42,2,18,Job description for Frontend Developer position at company 1860,2023-03-26 14:08:53
10572,Database Administrator,1186,70,5,9,Job description for Database Administrator position at company 1186,2025-01-28 14:08:53
10573,AI Engineer,81,479,4,20,Job description for AI Engineer position at company 81,2025-02-26 14:08:53
10574,Machine Learning Engineer,559,846,3,19,Job description for Machine Learning Engineer position at company 559,2023-03-27 14:08:53
